master_id,total_order,total_value,avg_order_value,cltv,cltv_score,cltv_segment
a0f994ea-9d15-11eb-9c47-000d3a38a36f,3.0,602.47,200.82333333333335,602.47,0.012156313590108358,B
19286990-2054-11ea-87bf-000d3a38a36f,5.0,628.81,125.76199999999999,628.81,0.012730668825114283,B
d285739a-a3b5-11e9-a2fc-000d3a38a36f,5.0,1016.83,203.366,1016.83,0.021191614849677673,A
4bb06236-9eea-11ea-80cd-000d3a38a36f,9.0,1081.4,120.15555555555557,1081.4,0.022599591976645506,A
8221ba3c-7eeb-11ea-80af-000d3a38a36f,4.0,830.94,207.735,830.94,0.017138201993365916,B
e6494e3a-5baf-11ea-9f92-000d3a38a36f,5.0,808.9200000000001,161.78400000000002,808.9200000000001,0.016658046250206063,B
fac3db2c-9d1f-11e9-9897-000d3a38a36f,13.0,1322.01,101.69307692307692,1322.01,0.027846198396340872,A
7c088fe8-f29d-11e9-9346-000d3a38a36f,6.0,949.9200000000001,158.32000000000002,949.9200000000001,0.019732612997959885,A
6561d954-1a69-11ea-941b-000d3a38a36f,3.0,820.8800000000001,273.6266666666667,820.8800000000001,0.016918839287816956,B
ce4dc94e-af68-11e9-a2fc-000d3a38a36f,4.0,317.15999999999997,79.28999999999999,317.15999999999997,0.0059350040950612425,D
aa396692-9ddb-11e9-9897-000d3a38a36f,4.0,617.9200000000001,154.48000000000002,617.9200000000001,0.01249320760608564,B
ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,5.0,753.95,150.79000000000002,753.95,0.01545940132734062,B
9f434f28-744a-11ea-92d0-000d3a38a36f,2.0,162.97,81.485,162.97,0.002572823621045911,D
04ad6d4e-2819-11eb-8a9b-000d3a38a36f,7.0,1531.68,218.8114285714286,1531.68,0.0324181445665646,A
254ff53e-1335-11ea-a001-000d3a38a36f,4.0,1329.79,332.4475,1329.79,0.028015844703415515,A
047f33ca-4ddb-11ea-9655-000d3a38a36f,5.0,680.69,136.138,680.69,0.013861934944784273,B
04f12e56-b206-11e9-89fa-000d3a38a36f,21.0,3364.53,160.21571428571428,3364.5299999999997,0.07238424147167517,A
409e63de-5bc9-11ea-82af-000d3a38a36f,13.0,1549.9,119.22307692307693,1549.9,0.03281543964560058,A
643d4ac2-fd63-11e9-a5e8-000d3a38a36f,3.0,317.87,105.95666666666666,317.87,0.005950485955989649,D
efa4b4f6-879c-11ea-ace9-000d3a38a36f,2.0,441.97,220.985,441.97,0.00865654080277156,C
abb2fb2e-6d2c-11eb-99c4-000d3a38a36f,2.0,217.85000000000002,108.92500000000001,217.85000000000002,0.003769506054497896,D
3571aafe-6cf2-11ea-b576-000d3a38a36f,4.0,612.65,153.1625,612.65,0.012378292948208598,B
648eeb1a-983c-11ea-9d91-000d3a38a36f,3.0,498.89,166.29666666666665,498.89,0.0098977063295953,C
4a2035fc-edf3-11e9-9346-000d3a38a36f,2.0,273.98,136.99,273.98,0.0049934452853590446,D
23151ace-1dfc-11eb-8d74-000d3a38a36f,2.0,582.9000000000001,291.45000000000005,582.9000000000001,0.01172958116987047,B
33be441a-b11d-11e9-9757-000d3a38a36f,8.0,1252.8899999999999,156.61124999999998,1252.8899999999999,0.02633900652680368,A
78cb634e-74b2-11eb-92cb-000d3a38a36f,3.0,326.47,108.82333333333334,326.47,0.006138012722164705,D
26fef404-aae2-11e9-a2fc-000d3a38a36f,3.0,439.46000000000004,146.48666666666668,439.46000000000004,0.008601809153573958,C
1539af04-a324-11e9-a2fc-000d3a38a36f,3.0,424.95,141.65,424.95000000000005,0.00828541224924837,C
6558393e-cf4b-11ea-a8f0-000d3a38a36f,3.0,857.39,285.7966666666667,857.3900000000001,0.017714955826543848,B
332aca5c-ab94-11e9-a2fc-000d3a38a36f,3.0,315.93,105.31,315.93,0.005908183406410625,D
27c7b92c-5bed-11ea-90c0-000d3a38a36f,3.0,600.8499999999999,200.2833333333333,600.8499999999999,0.012120988780666078,B
a3627b1e-1383-11eb-8ffc-000d3a38a36f,3.0,403.4,134.46666666666667,403.4,0.007815505061914361,C
f068ab7c-3990-11ea-85d6-000d3a38a36f,2.0,284.96999999999997,142.48499999999999,284.96999999999997,0.005233087048180424,D
d6c5f112-9f07-11e9-9897-000d3a38a36f,6.0,790.4,131.73333333333332,790.3999999999999,0.01625420953979187,B
0ec13106-5bb1-11ea-a359-000d3a38a36f,6.0,1010.51,168.41833333333332,1010.51,0.021053804481976933,A
e0e663f6-a160-11e9-a2fc-000d3a38a36f,5.0,1469.34,293.868,1469.34,0.03105879356617471,A
14953d3e-2d80-11ea-9ae7-000d3a38a36f,2.0,143.98,71.99,143.98,0.002158738354805875,D
d8985be0-ad8c-11e9-a2fc-000d3a38a36f,3.0,247.45999999999998,82.48666666666666,247.45999999999998,0.004415165071526197,D
7c6ee6da-e531-11ea-b769-000d3a38a36f,2.0,300.48,150.24,300.48,0.0055712893904333455,D
ce31bff6-a0ea-11e9-a2fc-000d3a38a36f,6.0,613.93,102.32166666666666,613.93,0.012406203908755582,B
44cb68d2-5eec-11ea-be5b-000d3a38a36f,2.0,155.97,77.985,155.97,0.0024201855555545868,D
0f63f6c0-a1bc-11e9-a2fc-000d3a38a36f,3.0,302.96,100.98666666666666,302.96,0.005625366876493128,D
211a6fc8-bd60-11ea-aa61-000d3a38a36f,2.0,455.98,227.99,455.98,0.008962034988133482,C
9273e2c2-1f6c-11ea-87bf-000d3a38a36f,2.0,184.57999999999998,92.28999999999999,184.57999999999998,0.0030440391346555572,D
38cfebd8-3ebd-11ea-b794-000d3a38a36f,7.0,1469.09,209.86999999999998,1469.09,0.031053342206692872,A
0f890e44-7f31-11ea-80af-000d3a38a36f,3.0,321.94,107.31333333333333,321.94,0.006039234088353891,D
5622c098-a179-11e9-a2fc-000d3a38a36f,11.0,1131.24,102.84,1131.24,0.023686375002943735,A
ae2db226-137e-11ea-a001-000d3a38a36f,6.0,690.89,115.14833333333333,690.89,0.014084350411643059,B
2749330a-ff21-11e9-a5e8-000d3a38a36f,8.0,849.3199999999999,106.16499999999999,849.3199999999999,0.017538985942470275,B
399d42c2-1a37-11ea-941b-000d3a38a36f,3.0,617.3900000000001,205.7966666666667,617.3900000000001,0.012481650723984154,B
2d01412c-d6e8-11e9-93bc-000d3a38a36f,3.0,430.37,143.45666666666668,430.37,0.008403597722814508,C
df00405e-5270-11ea-956d-000d3a38a36f,3.0,478.45,159.48333333333332,478.44999999999993,0.009452003178360632,C
